Timestamp,Equipment_ID,Sensor1_Temperature_C,Sensor2_Vibration_Hz,Sensor3_Pressure_Pa,Sensor1_Temperature_MA,Sensor2_Vibration_MA,Sensor3_Pressure_MA
2024-09-01 13:48:49.729729729,A123,87.1,21.97,1359.62,78.51333333333334,21.093333333333334,1075.2
2024-09-01 14:21:58.918918918,A125,71.45,18.96,986.92,72.66333333333331,18.896666666666665,1126.6433333333332
2024-09-01 14:55:08.108108108,A123,67.63,25.53,839.43,75.39333333333332,22.153333333333336,1061.99
2024-09-01 15:28:17.297297297,A126,65.25,13.06,1162.88,68.11,19.183333333333334,996.4100000000002
2024-09-01 16:01:26.486486486,A126,71.5,19.13,1006.01,68.12666666666667,19.24,1002.7733333333334
2024-09-01 16:34:35.675675675,A123,83.02,18.79,971.75,73.25666666666666,16.993333333333332,1046.88
2024-09-01 17:07:44.864864864,A126,70.89,16.41,554.5,75.13666666666666,18.11,844.0866666666667
2024-09-01 17:40:54.054054054,A123,56.77,12.3,1198.03,70.22666666666666,15.833333333333334,908.0933333333334
2024-09-01 18:14:03.243243243,A124,70.5,18.54,1471.8,66.05333333333333,15.75,1074.7766666666666
2024-09-01 18:47:12.432432432,A125,68.43,15.95,837.98,65.23333333333333,15.596666666666666,1169.2700000000002
2024-09-01 19:20:21.621621621,A124,105.83,25.27,856.59,81.58666666666666,19.919999999999998,1055.4566666666667
2024-09-01 19:53:30.810810810,A123,73.7,25.74,1013.31,82.65333333333332,22.320000000000004,902.6266666666667
2024-09-01 20:26:40.000000000,A124,62.94,22.65,1011.92,80.82333333333332,24.55333333333333,960.6066666666667
2024-09-01 20:59:49.189189189,A124,72.87,18.0,902.99,69.83666666666666,22.13,976.0733333333334
2024-09-01 21:32:58.378378378,A124,46.19,16.06,1215.57,60.66666666666666,18.903333333333332,1043.4933333333333
2024-09-01 22:06:07.567567567,A126,106.06,16.95,768.69,75.03999999999999,17.003333333333334,962.4166666666669
2024-09-01 22:39:16.756756756,A125,74.18,22.06,1256.91,75.47666666666666,18.356666666666666,1080.39
2024-09-01 23:12:25.945945945,A125,69.91,24.46,755.18,83.38333333333333,21.156666666666666,926.9266666666667
2024-09-01 23:45:35.135135135,A123,78.64,10.43,1291.15,74.24333333333333,18.983333333333334,1101.0800000000002
2024-09-02 00:18:44.324324324,A123,42.29,23.91,902.15,63.61333333333332,19.599999999999998,982.8266666666667
2024-09-02 00:51:53.513513513,A126,78.95,27.46,1028.03,66.62666666666665,20.6,1073.7766666666669
2024-09-02 01:25:02.702702702,A123,43.11,17.9,960.38,54.783333333333324,23.090000000000003,963.5200000000001
2024-09-02 01:58:11.891891891,A123,76.65,24.0,809.1,66.23666666666666,23.12,932.5033333333334
2024-09-02 02:31:21.081081081,A126,80.92,23.97,1051.35,66.89333333333332,21.956666666666667,940.2766666666668
2024-09-02 03:04:30.270270270,A124,82.09,17.83,1157.21,79.88666666666666,21.933333333333334,1005.8866666666668
2024-09-02 03:37:39.459459459,A126,81.28,2.79,1066.1,81.42999999999999,14.863333333333332,1091.5533333333335
2024-09-02 04:10:48.648648648,A126,67.89,17.09,829.08,77.08666666666666,12.569999999999999,1017.4633333333335
2024-09-02 04:43:57.837837837,A124,64.26,21.12,869.63,71.14333333333332,13.666666666666666,921.6033333333335
2024-09-02 05:17:07.027027027,A126,69.25,20.84,952.95,67.13333333333333,19.683333333333334,883.8866666666669
2024-09-02 05:50:16.216216216,A126,110.95,15.01,732.85,81.48666666666666,18.99,851.8100000000003
2024-09-02 06:23:25.405405405,A125,69.72,22.57,1284.49,83.30666666666666,19.473333333333333,990.0966666666668
2024-09-02 06:56:34.594594594,A126,84.11,18.14,1048.87,88.25999999999999,18.573333333333334,1022.07
2024-09-02 07:29:43.783783783,A123,61.45,22.7,947.28,71.75999999999999,21.136666666666667,1093.5466666666669
2024-09-02 08:02:52.972972972,A124,50.08,24.48,1100.12,65.21333333333331,21.77333333333333,1032.09
2024-09-02 08:36:02.162162162,A123,62.39,19.45,935.37,57.97333333333332,22.209999999999997,994.2566666666667
2024-09-02 09:09:11.351351351,A126,93.64,22.98,1487.06,68.70333333333332,22.30333333333333,1174.1833333333334
2024-09-02 09:42:20.540540540,A124,86.58,25.22,1469.53,80.86999999999999,22.55,1297.32
2024-09-02 10:15:29.729729729,A123,96.29,19.9,351.18,92.17,22.7,1102.59
2024-09-02 10:48:38.918918918,A125,78.93,24.17,1057.8,87.26666666666665,23.096666666666664,959.5033333333334
2024-09-02 11:21:48.108108108,A123,91.27,16.38,531.06,88.82999999999998,20.150000000000002,646.6800000000001
2024-09-02 11:54:57.297297297,A123,77.26,19.81,992.38,82.48666666666665,20.12,860.4133333333334
2024-09-02 12:28:06.486486486,A124,91.84,28.46,1009.2,86.79,21.55,844.2133333333335
2024-09-02 13:01:15.675675675,A123,66.07,26.35,946.77,78.38999999999999,24.873333333333335,982.7833333333334
2024-09-02 13:34:24.864864864,A126,91.94,16.25,1073.16,83.28333333333332,23.686666666666667,1009.71
2024-09-02 14:07:34.054054054,A125,75.26,18.05,644.03,77.75666666666665,20.21666666666667,887.9866666666667
2024-09-02 14:40:43.243243243,A124,64.23,25.19,1065.9,77.14333333333332,19.830000000000002,927.6966666666667
2024-09-02 15:13:52.432432432,A126,85.87,23.26,694.69,75.11999999999999,22.166666666666668,801.54
2024-09-02 15:47:01.621621621,A124,85.16,24.54,867.75,78.41999999999999,24.330000000000002,876.1133333333333
2024-09-02 16:20:10.810810810,A123,62.46,10.27,1273.73,77.83,19.356666666666666,945.39
2024-09-02 16:53:20.000000000,A126,83.34,20.85,856.28,76.98666666666665,18.553333333333335,999.2533333333334
2024-09-02 17:26:29.189189189,A126,81.99,18.47,1207.32,75.92999999999999,16.53,1112.4433333333334
2024-09-02 17:59:38.378378378,A123,59.21,19.67,673.7,74.84666666666665,19.663333333333338,912.4333333333334
2024-09-02 18:32:47.567567567,A125,109.73,9.38,784.24,83.64333333333333,15.839999999999998,888.4200000000001
2024-09-02 19:05:56.756756756,A124,83.54,25.05,1016.79,84.16000000000001,18.033333333333335,824.91
2024-09-02 19:39:05.945945945,A124,54.82,11.79,979.8,82.69666666666667,15.406666666666666,926.9433333333333
2024-09-02 20:12:15.135135135,A124,109.51,16.31,1324.65,82.62333333333332,17.716666666666665,1107.08
2024-09-02 20:45:24.324324324,A126,86.96,22.44,761.37,83.76333333333332,16.846666666666668,1021.94
2024-09-02 21:18:33.513513513,A126,80.84,20.36,1133.15,92.43666666666665,19.703333333333333,1073.0566666666668
2024-09-02 21:51:42.702702702,A123,104.24,24.15,690.21,90.67999999999999,22.316666666666666,861.5766666666668
2024-09-02 22:24:51.891891891,A124,58.49,19.41,1163.62,81.19,21.30666666666667,995.6600000000002
2024-09-02 22:58:01.081081081,A124,66.65,17.15,845.03,76.46,20.236666666666668,899.62
2024-09-02 23:31:10.270270270,A124,85.39,20.1,966.46,70.17666666666666,18.886666666666667,991.7033333333334
2024-09-03 00:04:19.459459459,A124,60.26,18.07,804.82,70.76666666666667,18.44,872.1033333333335
2024-09-03 00:37:28.648648648,A124,86.71,24.68,1129.35,77.45333333333332,20.95,966.8766666666667
2024-09-03 01:10:37.837837837,A125,71.77,21.96,713.29,72.91333333333331,21.570000000000004,882.4866666666667
2024-09-03 01:43:47.027027027,A125,75.13,17.51,913.33,77.86999999999999,21.383333333333336,918.6566666666668
2024-09-03 02:16:56.216216216,A126,85.77,26.66,884.88,77.55666666666666,22.043333333333333,837.1666666666666
2024-09-03 02:50:05.405405405,A123,87.96,25.16,1320.14,82.95333333333332,23.110000000000003,1039.45
2024-09-03 03:23:14.594594594,A124,87.3,20.53,1051.67,87.00999999999999,24.11666666666667,1085.5633333333335
2024-09-03 03:56:23.783783783,A123,73.59,11.18,903.36,82.94999999999999,18.956666666666667,1091.7233333333336
2024-09-03 04:29:32.972972972,A123,69.21,19.9,845.64,76.69999999999999,17.203333333333333,933.5566666666667
2024-09-03 05:02:42.162162162,A125,54.95,21.88,1101.2,65.91666666666666,17.653333333333332,950.0666666666667
2024-09-03 05:35:51.351351351,A126,83.89,28.72,939.67,69.34999999999998,23.5,962.1700000000001
2024-09-03 06:09:00.540540540,A125,58.29,20.31,1182.41,65.71,23.636666666666667,1074.4266666666667
2024-09-03 06:42:09.729729729,A124,64.09,20.05,568.34,68.75666666666666,23.02666666666667,896.8066666666667
2024-09-03 07:15:18.918918918,A124,66.03,25.0,1109.44,62.80333333333332,21.786666666666672,953.3966666666669
2024-09-03 07:48:28.108108108,A126,86.13,12.47,788.85,72.08333333333333,19.173333333333336,822.21
2024-09-03 08:21:37.297297297,A126,92.49,24.72,959.64,81.55,20.73,952.6433333333334
2024-09-03 08:54:46.486486486,A125,63.29,21.69,769.96,80.63666666666666,19.626666666666665,839.4833333333332
2024-09-03 09:27:55.675675675,A126,98.42,24.49,1108.95,84.73333333333333,23.633333333333336,946.1833333333334
2024-09-03 10:01:04.864864864,A125,93.49,9.82,1088.25,85.06666666666666,18.666666666666668,989.0533333333333
2024-09-03 10:34:14.054054054,A126,66.96,16.65,1134.85,86.29,16.986666666666668,1110.6833333333334
2024-09-03 11:07:23.243243243,A126,54.61,9.05,768.1,71.68666666666667,11.839999999999998,997.0666666666667
2024-09-03 11:40:32.432432432,A123,119.77,22.48,1300.74,80.44666666666666,16.06,1067.8966666666665
2024-09-03 12:13:41.621621621,A123,83.99,18.52,939.94,86.12333333333333,16.683333333333334,1002.9266666666666
2024-09-03 12:46:50.810810810,A126,104.62,22.82,917.52,102.79333333333334,21.273333333333337,1052.7333333333333
2024-09-03 13:20:00.000000000,A124,55.0,21.64,848.7,81.20333333333333,20.993333333333336,902.0533333333333
2024-09-03 13:53:09.189189189,A126,72.05,10.92,484.46,77.22333333333334,18.46,750.2266666666666
2024-09-03 14:26:18.378378378,A123,117.09,21.18,1288.93,81.38,17.913333333333334,874.0300000000001
2024-09-03 14:59:27.567567567,A125,64.89,13.7,699.73,84.67666666666666,15.266666666666666,824.3733333333333
2024-09-03 15:32:36.756756756,A124,82.64,14.06,1137.58,88.20666666666666,16.313333333333333,1042.08
2024-09-03 16:05:45.945945945,A126,97.37,21.02,1302.97,81.63333333333333,16.26,1046.76
2024-09-03 16:38:55.135135135,A124,63.46,15.83,1094.08,81.15666666666667,16.97,1178.2099999999998
2024-09-03 17:12:04.324324324,A123,62.72,19.79,1254.36,74.51666666666667,18.88,1217.1366666666665
2024-09-03 17:45:13.513513513,A124,69.12,12.3,1069.14,65.10000000000001,15.973333333333334,1139.1933333333332
2024-09-03 18:18:22.702702702,A126,72.33,15.86,1101.19,68.05666666666666,15.983333333333334,1141.5633333333333
2024-09-03 18:51:31.891891891,A124,71.22,19.17,790.47,70.89,15.776666666666666,986.9333333333334
2024-09-03 19:24:41.081081081,A126,81.45,16.08,775.82,75.0,17.036666666666665,889.16
2024-09-03 19:57:50.270270270,A125,80.49,21.03,932.42,77.72,18.76,832.9033333333333
2024-09-03 20:30:59.459459459,A125,86.76,19.54,806.99,82.89999999999999,18.883333333333336,838.4099999999999
2024-09-03 21:04:08.648648648,A124,75.31,23.14,1117.36,80.85333333333334,21.236666666666668,952.2566666666665
2024-09-03 21:37:17.837837837,A124,65.75,30.11,1049.97,75.94,24.263333333333335,991.4399999999999
2024-09-03 22:10:27.027027027,A124,91.15,19.64,970.16,77.40333333333332,24.296666666666667,1045.83
2024-09-03 22:43:36.216216216,A125,66.82,11.84,978.95,74.57333333333332,20.529999999999998,999.6933333333333
2024-09-03 23:16:45.405405405,A123,93.83,18.77,1029.42,83.93333333333332,16.75,992.8433333333332
2024-09-03 23:49:54.594594594,A125,75.94,17.09,1050.92,78.86333333333333,15.9,1019.7633333333333
2024-09-04 00:23:03.783783783,A123,23.84,17.66,1029.35,64.53666666666666,17.84,1036.5633333333333
2024-09-04 00:56:12.972972972,A126,50.6,17.47,1200.09,50.126666666666665,17.406666666666666,1093.4533333333331
2024-09-04 01:29:22.162162162,A126,57.85,21.75,1251.53,44.096666666666664,18.959999999999997,1160.323333333333
2024-09-04 02:02:31.351351351,A126,69.21,15.98,1295.4,59.21999999999999,18.400000000000002,1249.0066666666664
2024-09-04 02:35:40.540540540,A124,70.27,20.13,665.92,65.77666666666666,19.286666666666665,1070.9499999999998
2024-09-04 03:08:49.729729729,A126,75.46,16.56,1153.64,71.64666666666666,17.55666666666667,1038.32
2024-09-04 03:41:58.918918918,A126,61.92,28.93,1047.91,69.21666666666665,21.87333333333333,955.8233333333334
2024-09-04 04:15:08.108108108,A123,63.72,27.72,1043.06,67.03333333333332,24.403333333333332,1081.5366666666666
2024-09-04 04:48:17.297297297,A124,79.3,19.1,1066.96,68.31333333333332,25.25,1052.6433333333334
2024-09-04 05:21:26.486486486,A124,51.95,15.99,972.59,64.99,20.936666666666667,1027.5366666666666
2024-09-04 05:54:35.675675675,A124,81.97,24.96,1000.43,71.07333333333332,20.01666666666667,1013.3266666666667
2024-09-04 06:27:44.864864864,A123,54.92,19.57,1000.88,62.94666666666666,20.173333333333336,991.3000000000001
2024-09-04 07:00:54.054054054,A125,61.92,20.98,1141.49,66.27,21.83666666666667,1047.6
2024-09-04 07:34:03.243243243,A125,46.14,25.27,771.1,54.326666666666654,21.939999999999998,971.1566666666666
2024-09-04 08:07:12.432432432,A126,79.0,24.56,1034.49,62.353333333333325,23.603333333333335,982.36
2024-09-04 08:40:21.621621621,A123,75.02,18.75,1029.02,66.71999999999998,22.86,944.87
2024-09-04 09:13:30.810810810,A126,47.46,20.02,1275.48,67.16,21.11,1112.9966666666667
2024-09-04 09:46:40.000000000,A123,59.91,22.35,1004.39,60.79666666666665,20.37333333333333,1102.9633333333334
2024-09-04 10:19:49.189189189,A124,90.53,18.35,1205.32,65.96666666666665,20.240000000000002,1161.73
2024-09-04 10:52:58.378378378,A125,84.88,29.57,1525.79,78.43999999999998,23.423333333333336,1245.1666666666667
2024-09-04 11:26:07.567567567,A125,91.62,20.29,1304.79,89.00999999999999,22.736666666666668,1345.3
2024-09-04 11:59:16.756756756,A123,67.93,23.4,1159.35,81.47666666666665,24.419999999999998,1329.9766666666667
2024-09-04 12:32:25.945945945,A126,79.92,17.61,835.42,79.82333333333332,20.433333333333334,1099.8533333333332
2024-09-04 13:05:35.135135135,A123,66.56,24.3,1074.44,71.46999999999998,21.77,1023.07
2024-09-04 13:38:44.324324324,A124,58.46,18.82,548.61,68.31333333333332,20.243333333333336,819.4900000000001
2024-09-04 14:11:53.513513513,A126,71.23,17.83,1026.63,65.41666666666664,20.316666666666666,883.2266666666668
2024-09-04 14:45:02.702702702,A125,82.8,14.67,967.33,70.82999999999998,17.106666666666666,847.5233333333334
2024-09-04 15:18:11.891891891,A126,67.87,27.54,911.73,73.96666666666665,20.013333333333332,968.5633333333334
2024-09-04 15:51:21.081081081,A125,98.19,19.36,843.98,82.95333333333332,20.52333333333333,907.68
2024-09-04 16:24:30.270270270,A125,79.52,28.02,904.21,81.85999999999997,24.973333333333333,886.64
2024-09-04 16:57:39.459459459,A125,72.39,14.02,695.17,83.36666666666665,20.466666666666665,814.4533333333334
2024-09-04 17:30:48.648648648,A124,68.69,22.44,1197.33,73.53333333333332,21.493333333333336,932.2366666666667
2024-09-04 18:03:57.837837837,A126,75.14,17.8,983.88,72.07333333333332,18.08666666666667,958.7933333333334
2024-09-04 18:37:07.027027027,A123,88.02,25.5,770.86,77.28333333333332,21.913333333333338,984.0233333333332
2024-09-04 19:10:16.216216216,A125,32.49,22.42,1020.64,65.21666666666665,21.906666666666666,925.1266666666667
2024-09-04 19:43:25.405405405,A123,52.01,23.65,1305.66,57.50666666666665,23.856666666666666,1032.3866666666665
2024-09-04 20:16:34.594594594,A125,83.37,16.65,843.36,55.95666666666665,20.906666666666666,1056.5533333333335
2024-09-04 20:49:43.783783783,A125,92.45,15.87,872.47,75.94333333333331,18.723333333333333,1007.1633333333333
2024-09-04 21:22:52.972972973,A123,66.87,23.13,723.15,80.89666666666666,18.55,812.9933333333333
2024-09-04 21:56:02.162162162,A123,75.05,22.75,1028.33,78.12333333333332,20.583333333333332,874.65
2024-09-04 22:29:11.351351351,A125,33.57,15.76,1077.39,58.49666666666666,20.546666666666667,942.9566666666666
2024-09-04 23:02:20.540540540,A125,71.1,21.24,898.8,59.90666666666666,19.916666666666668,1001.5066666666667
2024-09-04 23:35:29.729729729,A125,64.88,26.18,975.36,56.51666666666665,21.06,983.85
2024-09-05 00:08:38.918918918,A125,78.07,25.08,862.83,71.34999999999998,24.166666666666668,912.3299999999999
2024-09-05 00:41:48.108108108,A126,84.37,20.9,1083.64,75.77333333333333,24.05333333333333,973.9433333333333
2024-09-05 01:14:57.297297297,A124,87.86,21.66,1218.22,83.43333333333332,22.546666666666667,1054.8966666666668
2024-09-05 01:48:06.486486486,A123,61.38,27.29,764.73,77.86999999999999,23.28333333333333,1022.1966666666667
2024-09-05 02:21:15.675675675,A125,42.08,18.81,819.78,63.77333333333332,22.586666666666662,934.2433333333333
2024-09-05 02:54:24.864864864,A126,89.04,16.14,951.27,64.16666666666667,20.746666666666666,845.2599999999999
2024-09-05 03:27:34.054054054,A124,75.07,21.33,893.5,68.73,18.76,888.1833333333334
2024-09-05 04:00:43.243243243,A124,85.57,25.52,1005.32,83.22666666666665,20.996666666666666,950.0300000000001
2024-09-05 04:33:52.432432432,A126,77.85,30.51,672.25,79.49666666666666,25.786666666666665,857.0233333333334
2024-09-05 05:07:01.621621621,A123,60.13,12.28,1062.57,74.51666666666667,22.77,913.38
2024-09-05 05:40:10.810810810,A124,85.71,24.31,1275.94,74.56333333333332,22.366666666666664,1003.5866666666666
2024-09-05 06:13:20.000000000,A123,90.16,24.79,1395.54,78.66666666666666,20.459999999999997,1244.6833333333332
2024-09-05 06:46:29.189189189,A123,87.57,20.45,1216.78,87.81333333333332,23.183333333333334,1296.0866666666668
2024-09-05 07:19:38.378378378,A125,88.78,13.18,787.5,88.83666666666666,19.473333333333333,1133.2733333333333
2024-09-05 07:52:47.567567567,A126,99.58,13.76,641.18,91.97666666666665,15.796666666666667,881.82
2024-09-05 08:25:56.756756756,A123,99.17,26.8,1024.46,95.84333333333332,17.91333333333333,817.7133333333335
2024-09-05 08:59:05.945945945,A126,85.64,24.34,790.12,94.79666666666667,21.633333333333336,818.5866666666667
2024-09-05 09:32:15.135135135,A123,58.83,24.67,772.79,81.21333333333332,25.27,862.4566666666668
2024-09-05 10:05:24.324324324,A124,82.64,17.7,1231.81,75.70333333333332,22.236666666666665,931.5733333333334
2024-09-05 10:38:33.513513513,A123,74.54,14.07,1145.24,72.00333333333333,18.813333333333333,1049.9466666666667
2024-09-05 11:11:42.702702702,A124,79.93,20.85,1302.29,79.03666666666666,17.54,1226.4466666666667
2024-09-05 11:44:51.891891891,A125,61.57,24.44,864.66,72.01333333333332,19.786666666666665,1104.0633333333335
2024-09-05 12:18:01.081081081,A126,79.09,17.87,1123.39,73.52999999999999,21.05333333333333,1096.7800000000002
2024-09-05 12:51:10.270270270,A124,80.05,19.41,903.58,73.57,20.573333333333334,963.8766666666669
2024-09-05 13:24:19.459459459,A123,55.28,20.38,1253.01,71.47333333333331,19.22,1093.3266666666668
2024-09-05 13:57:28.648648648,A124,72.67,18.4,739.13,69.33333333333333,19.396666666666665,965.2400000000001
2024-09-05 14:30:37.837837837,A126,74.38,18.59,974.41,67.44333333333333,19.12333333333333,988.85
2024-09-05 15:03:47.027027027,A124,44.11,18.25,999.33,63.71999999999999,18.41333333333333,904.29
2024-09-05 15:36:56.216216216,A124,57.34,15.67,1205.38,58.60999999999999,17.50333333333333,1059.7066666666667
2024-09-05 16:10:05.405405405,A124,98.7,11.49,1006.63,66.71666666666665,15.136666666666665,1070.4466666666667
2024-09-05 16:43:14.594594594,A124,94.22,20.0,968.32,83.41999999999999,15.719999999999999,1060.11
2024-09-05 17:16:23.783783783,A126,82.26,14.11,962.41,91.72666666666665,15.199999999999998,979.12
2024-09-05 17:49:32.972972973,A125,64.07,12.96,886.59,80.18333333333332,15.69,939.1066666666666
2024-09-05 18:22:42.162162162,A123,81.22,25.95,926.22,75.84999999999998,17.673333333333332,925.0733333333334
2024-09-05 18:55:51.351351351,A124,82.02,15.02,1161.87,75.77,17.976666666666663,991.5600000000001
2024-09-05 19:29:00.540540540,A126,70.21,19.97,887.07,77.81666666666665,20.313333333333333,991.7199999999999
2024-09-05 20:02:09.729729729,A123,70.15,24.4,1033.16,74.12666666666667,19.796666666666663,1027.3666666666666
2024-09-05 20:35:18.918918918,A124,60.03,32.93,974.51,66.79666666666667,25.766666666666666,964.9133333333334
2024-09-05 21:08:28.108108108,A126,64.45,14.95,874.08,64.87666666666667,24.093333333333334,960.5833333333334
2024-09-05 21:41:37.297297297,A126,85.17,17.4,1007.91,69.88333333333333,21.76,952.1666666666666
2024-09-05 22:14:46.486486486,A125,62.26,22.73,1065.93,70.62666666666665,18.36,982.64
2024-09-05 22:47:55.675675675,A125,94.93,16.92,911.57,80.78666666666665,19.016666666666666,995.1366666666668
2024-09-05 23:21:04.864864864,A123,78.13,20.98,1309.29,78.43999999999998,20.210000000000004,1095.5966666666666
2024-09-05 23:54:14.054054054,A124,86.9,14.45,1018.8,86.65333333333332,17.45,1079.8866666666665
2024-09-06 00:27:23.243243243,A126,79.2,24.58,859.0,81.40999999999998,20.003333333333334,1062.3633333333335
2024-09-06 01:00:32.432432432,A123,53.69,22.42,968.95,73.26333333333332,20.483333333333334,948.9166666666666
2024-09-06 01:33:41.621621621,A124,93.46,28.84,569.25,75.44999999999999,25.28,799.0666666666667
2024-09-06 02:06:50.810810810,A125,51.14,17.55,690.6,66.09666666666665,22.936666666666667,742.9333333333334
2024-09-06 02:40:00.000000000,A123,66.04,27.92,947.62,70.21333333333332,24.77,735.8233333333334
2024-09-06 03:13:09.189189189,A125,89.85,16.86,999.43,69.00999999999999,20.776666666666667,879.2166666666667
2024-09-06 03:46:18.378378378,A125,89.51,10.83,750.97,81.8,18.536666666666665,899.3400000000001
2024-09-06 04:19:27.567567567,A123,98.82,22.42,1006.41,92.72666666666665,16.703333333333333,918.9366666666668
2024-09-06 04:52:36.756756756,A124,85.1,17.11,1298.79,91.14333333333332,16.786666666666665,1018.7233333333334
2024-09-06 05:25:45.945945945,A125,98.45,17.58,755.98,94.12333333333333,19.036666666666665,1020.3933333333334
2024-09-06 05:58:55.135135135,A125,96.34,18.37,907.69,93.29666666666667,17.686666666666667,987.4866666666667
2024-09-06 06:32:04.324324324,A123,83.37,13.09,913.78,92.71999999999998,16.346666666666668,859.1500000000001
2024-09-06 07:05:13.513513513,A126,58.63,14.18,1176.26,79.44666666666666,15.213333333333333,999.2433333333335
2024-09-06 07:38:22.702702702,A125,60.36,17.65,1050.61,67.45333333333333,14.973333333333334,1046.8833333333334
2024-09-06 08:11:31.891891891,A126,88.77,24.06,908.52,69.25333333333332,18.63,1045.1299999999999
2024-09-06 08:44:41.081081081,A125,59.97,20.92,990.13,69.69999999999999,20.876666666666665,983.0866666666667
2024-09-06 09:17:50.270270270,A123,79.8,24.53,985.79,76.17999999999999,23.17,961.48
2024-09-06 09:50:59.459459459,A124,76.31,15.94,1364.69,72.02666666666666,20.463333333333335,1113.5366666666666
2024-09-06 10:24:08.648648648,A125,94.78,19.94,1254.38,83.63,20.136666666666667,1201.6200000000001
2024-09-06 10:57:17.837837837,A123,94.51,18.86,1352.39,88.53333333333332,18.246666666666666,1323.82
2024-09-06 11:30:27.027027027,A126,86.04,17.33,1265.48,91.77666666666666,18.709999999999997,1290.75
2024-09-06 12:03:36.216216216,A124,93.25,23.31,1417.57,91.26666666666667,19.833333333333332,1345.1466666666668
2024-09-06 12:36:45.405405405,A123,80.58,31.63,891.86,86.62333333333333,24.09,1191.6366666666668
2024-09-06 13:09:54.594594594,A125,78.95,12.36,1300.5,84.25999999999999,22.433333333333334,1203.3100000000002
2024-09-06 13:43:03.783783783,A124,85.1,21.76,1153.54,81.54333333333331,21.916666666666668,1115.3
2024-09-06 14:16:12.972972973,A125,88.86,20.66,1046.36,84.30333333333333,18.26,1166.8
2024-09-06 14:49:22.162162162,A126,63.73,17.98,892.05,79.22999999999999,20.133333333333336,1030.6499999999999
2024-09-06 15:22:31.351351351,A125,88.48,22.91,1446.04,80.35666666666667,20.516666666666666,1128.1499999999999
2024-09-06 15:55:40.540540540,A124,61.96,20.91,1026.49,71.39,20.599999999999998,1121.5266666666666
2024-09-06 16:28:49.729729729,A126,76.76,27.44,699.18,75.73333333333333,23.75333333333333,1057.2366666666667
2024-09-06 17:01:58.918918918,A126,85.21,20.01,1153.33,74.64333333333332,22.786666666666665,959.6666666666666
2024-09-06 17:35:08.108108108,A126,65.68,15.73,954.74,75.88333333333333,21.060000000000002,935.75
2024-09-06 18:08:17.297297297,A124,79.8,16.64,1064.85,76.89666666666666,17.46,1057.64
2024-09-06 18:41:26.486486486,A124,68.19,15.09,1047.09,71.22333333333331,15.820000000000002,1022.2266666666668
2024-09-06 19:14:35.675675675,A125,77.77,16.29,750.46,75.25333333333332,16.006666666666664,954.1333333333336
